mut_1,mut_2,count,gene_name_1,gene_name_2,amenable_1,amenable_2,both_amenable,mouse_variant_1,mouse_variant_2,both_mouse
AACR-H0000345-M01,AACR-H0000180-M01,113,PDGFRA,NOTCH1,False,False,False,,,False
AACR-H0000393-M01,AACR-H0000158-M01,113,JAK2,NOTCH1,False,True,False,,True,False
AACR-H0000342-M01,AACR-H0000198-M01,113,CSF3R,RUNX1,False,False,False,,,False
AACR-H0000342-M01,AACR-H0000166-M01,113,CSF3R,NOTCH1,False,True,False,,True,False
AACR-H0000172-M01,AACR-H0000368-M01,113,CBLB,KIT,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000180-M01,113,CSF3R,NOTCH1,False,False,False,,,False
AACR-H0000180-M01,AACR-H0000339-M01,113,NOTCH1,JAK3,False,True,False,,True,False
AACR-H0000393-M01,AACR-H0000168-M01,112,JAK2,NOTCH1,False,True,False,,True,False
AACR-H0000393-M01,AACR-H0000166-M01,112,JAK2,NOTCH1,False,True,False,,True,False
AACR-H0000002-M01,AACR-H0000017-M01,112,KRAS,TP53,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000178-M01,111,CSF3R,NOTCH1,False,False,False,,,False
AACR-H0000342-M01,AACR-H0000203-M01,111,CSF3R,SETBP1,False,False,False,,,False
AACR-H0000354-M01,AACR-H0000178-M01,111,RAD21,NOTCH1,True,False,False,True,,False
AACR-H0000172-M01,AACR-H0000359-M01,111,CBLB,IDH2,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000368-M01,111,CSF3R,KIT,True,True,True,True,True,True
AACR-H0000215-M01,AACR-H0000359-M01,111,NOTCH1,IDH2,False,True,False,True,True,True
AACR-H0000345-M01,AACR-H0000178-M01,110,PDGFRA,NOTCH1,False,False,False,,,False
AACR-H0000509-M01,AACR-H0000501-M01,110,BRCA2,BRCA2,False,True,False,,True,False
AACR-H0000511-M01,AACR-H0000508-M01,110,BRCA2,BRCA2,True,False,False,True,,False
AACR-H0000508-M01,AACR-H0000501-M01,110,BRCA2,BRCA2,False,True,False,,True,False
AACR-H0000511-M01,AACR-H0000509-M01,110,BRCA2,BRCA2,True,False,False,True,,False
AACR-H0000509-M01,AACR-H0000508-M01,110,BRCA2,BRCA2,False,False,False,,,False
AACR-H0000511-M01,AACR-H0000501-M01,110,BRCA2,BRCA2,True,True,True,True,True,True
AACR-H0000316-M01,AACR-H0000226-M01,109,SF3B1,ZRSR2,True,False,False,True,True,True
AACR-H0000316-M01,AACR-H0000198-M01,109,SF3B1,RUNX1,True,False,False,True,,False
AACR-H0000472-M01,AACR-H0000475-M01,109,EP400,EP400,True,False,False,True,,False
AACR-H0000172-M01,AACR-H0000393-M01,109,CBLB,JAK2,True,False,False,True,,False
AACR-H0000258-M01,AACR-H0000273-M01,108,CUX1,JAK3,True,False,False,True,,False
AACR-H0000368-M01,AACR-H0000180-M01,108,KIT,NOTCH1,True,False,False,True,,False
AACR-H0000354-M01,AACR-H0000203-M01,108,RAD21,SETBP1,True,False,False,True,,False
AACR-H0000215-M01,AACR-H0000336-M01,108,NOTCH1,JAK3,False,True,False,True,True,True
AACR-H0000215-M01,AACR-H0000339-M01,107,NOTCH1,JAK3,False,True,False,True,True,True
AACR-H0000316-M01,AACR-H0000215-M01,107,SF3B1,NOTCH1,True,False,False,True,True,True
AACR-H0000368-M01,AACR-H0000203-M01,107,KIT,SETBP1,True,False,False,True,,False
AACR-H0000123-M01,AACR-H0000537-M01,106,SMC3,SETBP1,True,False,False,True,,False
AACR-H0000553-M01,AACR-H0000542-M01,106,TPR,TPR,True,True,True,True,True,True
AACR-H0000393-M01,AACR-H0000178-M01,106,JAK2,NOTCH1,False,False,False,,,False
AACR-H0000118-M01,AACR-H0000537-M01,106,SRSF2,SETBP1,True,False,False,True,,False
AACR-H0000122-M01,AACR-H0000537-M01,106,PDGFRA,SETBP1,True,False,False,True,,False
AACR-H0000325-M01,AACR-H0000226-M01,106,CBL,ZRSR2,False,False,False,,True,False
AACR-H0000124-M01,AACR-H0000537-M01,106,CBLB,SETBP1,False,False,False,,,False
AACR-H0000336-M01,AACR-H0000198-M01,105,JAK3,RUNX1,True,False,False,True,,False
AACR-H0000359-M01,AACR-H0000203-M01,105,IDH2,SETBP1,True,False,False,True,,False
AACR-H0000342-M01,AACR-H0000226-M01,105,CSF3R,ZRSR2,False,False,False,,True,False
AACR-H0000368-M01,AACR-H0000198-M01,105,KIT,RUNX1,True,False,False,True,,False
AACR-H0000537-M01,AACR-H0000132-M01,105,SETBP1,RUNX1,False,False,False,,,False
AACR-H0000137-M01,AACR-H0000537-M01,104,SRSF2,SETBP1,True,False,False,True,,False
AACR-H0000393-M01,AACR-H0000198-M01,104,JAK2,RUNX1,False,False,False,,,False
AACR-H0000345-M01,AACR-H0000198-M01,104,PDGFRA,RUNX1,False,False,False,,,False
AACR-H0000339-M01,AACR-H0000198-M01,104,JAK3,RUNX1,True,False,False,True,,False
AACR-H0000185-M01,AACR-H0000354-M01,104,CSF3R,RAD21,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000537-M01,104,CBLB,SETBP1,False,False,False,,,False
AACR-H0000393-M01,AACR-H0000180-M01,104,JAK2,NOTCH1,False,False,False,,,False
AACR-H0000124-M01,AACR-H0000573-M01,103,CBLB,KRAS,False,False,False,,,False
AACR-H0000215-M01,AACR-H0000325-M01,103,NOTCH1,CBL,False,False,False,True,,False
AACR-H0000368-M01,AACR-H0000226-M01,103,KIT,ZRSR2,True,False,False,True,True,True
AACR-H0000128-M01,AACR-H0000573-M01,103,CBLB,KRAS,False,False,False,,,False
AACR-H0000565-M01,AACR-H0000574-M01,103,NSD1,NSD1,False,False,False,,,False
AACR-H0000569-M01,AACR-H0000566-M01,103,MTRR,MTRR,False,True,False,True,True,True
AACR-H0000001-M01,AACR-H0000017-M01,103,KRAS,TP53,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0000573-M01,103,PDGFRA,KRAS,True,False,False,True,,False
AACR-H0000359-M01,AACR-H0000198-M01,103,IDH2,RUNX1,True,False,False,True,,False
AACR-H0000123-M01,AACR-H0000573-M01,103,SMC3,KRAS,True,False,False,True,,False
AACR-H0000573-M01,AACR-H0000118-M01,103,KRAS,SRSF2,False,True,False,,True,False
AACR-H0000354-M01,AACR-H0000198-M01,102,RAD21,RUNX1,True,False,False,True,,False
AACR-H0000579-M01,AACR-H0000118-M01,102,PDGFRA,SRSF2,False,True,False,,True,False
AACR-H0000566-M01,AACR-H0000577-M01,102,MTRR,MTRR,True,True,True,True,True,True
AACR-H0000573-M01,AACR-H0000137-M01,102,KRAS,SRSF2,False,True,False,,True,False
AACR-H0000354-M01,AACR-H0000215-M01,102,RAD21,NOTCH1,True,False,False,True,True,True
AACR-H0000532-M01,AACR-H0000249-M01,102,ERBB4,RET,False,False,False,,,False
AACR-H0000136-M01,AACR-H0000537-M01,102,FLT3,SETBP1,True,False,False,True,,False
AACR-H0000122-M01,AACR-H0000579-M01,101,PDGFRA,PDGFRA,True,False,False,True,,False
AACR-H0000124-M01,AACR-H0000586-M01,101,CBLB,GATA2,False,True,False,,True,False
AACR-H0000185-M01,AACR-H0000393-M01,101,CSF3R,JAK2,True,False,False,True,,False
AACR-H0000579-M01,AACR-H0000123-M01,101,PDGFRA,SMC3,False,True,False,,True,False
AACR-H0000124-M01,AACR-H0000579-M01,101,CBLB,PDGFRA,False,False,False,,,False
AACR-H0000586-M01,AACR-H0000118-M01,101,GATA2,SRSF2,True,True,True,True,True,True
AACR-H0000001-M01,AACR-H0000008-M01,101,KRAS,PIK3CA,True,True,True,True,True,True
AACR-H0000569-M01,AACR-H0000577-M01,101,MTRR,MTRR,False,True,False,True,True,True
AACR-H0000586-M01,AACR-H0000122-M01,101,GATA2,PDGFRA,True,True,True,True,True,True
AACR-H0000001-M01,AACR-H0000046-M01,101,KRAS,SMAD4,True,False,False,True,,False
AACR-H0000133-M01,AACR-H0000537-M01,101,CUX1,SETBP1,True,False,False,True,,False
AACR-H0000345-M01,AACR-H0000226-M01,101,PDGFRA,ZRSR2,False,False,False,,True,False
AACR-H0000133-M01,AACR-H0000573-M01,101,CUX1,KRAS,True,False,False,True,,False
AACR-H0000586-M01,AACR-H0000123-M01,101,GATA2,SMC3,True,True,True,True,True,True
AACR-H0000586-M01,AACR-H0000145-M01,101,GATA2,GATA2,True,True,True,True,True,True
AACR-H0000600-M01,AACR-H0000136-M01,100,NPM1,FLT3,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000586-M01,100,CBLB,GATA2,False,True,False,,True,False
AACR-H0000128-M01,AACR-H0000579-M01,100,CBLB,PDGFRA,False,False,False,,,False
AACR-H0000579-M01,AACR-H0000132-M01,100,PDGFRA,RUNX1,False,False,False,,,False
AACR-H0000354-M01,AACR-H0000226-M01,100,RAD21,ZRSR2,True,False,False,True,True,True
AACR-H0000124-M01,AACR-H0000600-M01,100,CBLB,NPM1,False,True,False,,True,False
AACR-H0000600-M01,AACR-H0000133-M01,100,NPM1,CUX1,True,True,True,True,True,True
AACR-H0000600-M01,AACR-H0000118-M01,100,NPM1,SRSF2,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0000600-M01,100,PDGFRA,NPM1,True,True,True,True,True,True
AACR-H0000368-M01,AACR-H0000215-M01,100,KIT,NOTCH1,True,False,False,True,True,True
AACR-H0000336-M01,AACR-H0000226-M01,100,JAK3,ZRSR2,True,False,False,True,True,True
AACR-H0000600-M01,AACR-H0000123-M01,100,NPM1,SMC3,True,True,True,True,True,True
AACR-H0000001-M01,AACR-H0000014-M01,99,KRAS,TP53,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000600-M01,99,CBLB,NPM1,False,True,False,,True,False
AACR-H0000614-M01,AACR-H0000123-M01,99,GATA2,SMC3,True,True,True,True,True,True
AACR-H0000614-M01,AACR-H0000118-M01,99,GATA2,SRSF2,True,True,True,True,True,True
AACR-H0000614-M01,AACR-H0000122-M01,99,GATA2,PDGFRA,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000579-M01,99,NRAS,PDGFRA,True,False,False,True,,False
AACR-H0000339-M01,AACR-H0000226-M01,99,JAK3,ZRSR2,True,False,False,True,True,True
AACR-H0000600-M01,AACR-H0000132-M01,99,NPM1,RUNX1,True,False,False,True,,False
AACR-H0000608-M01,AACR-H0000613-M01,99,NCOR2,NCOR2,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000614-M01,99,CBLB,GATA2,False,True,False,,True,False
AACR-H0000142-M01,AACR-H0000537-M01,98,CUX1,SETBP1,False,False,False,,,False
AACR-H0000614-M01,AACR-H0000133-M01,98,GATA2,CUX1,True,True,True,True,True,True
AACR-H0000586-M01,AACR-H0000133-M01,98,GATA2,CUX1,True,True,True,True,True,True
AACR-H0000586-M01,AACR-H0000132-M01,98,GATA2,RUNX1,True,False,False,True,,False
AACR-H0000586-M01,AACR-H0000136-M01,98,GATA2,FLT3,True,True,True,True,True,True
AACR-H0000579-M01,AACR-H0000133-M01,97,PDGFRA,CUX1,False,True,False,,True,False
AACR-H0000250-M01,AACR-H0000336-M01,97,PTEN,JAK3,False,True,False,,True,False
AACR-H0000393-M01,AACR-H0000203-M01,97,JAK2,SETBP1,False,False,False,,,False
AACR-H0000586-M01,AACR-H0000137-M01,97,GATA2,SRSF2,True,True,True,True,True,True
AACR-H0000614-M01,AACR-H0000137-M01,97,GATA2,SRSF2,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000614-M01,97,CBLB,GATA2,False,True,False,,True,False
AACR-H0000573-M01,AACR-H0000132-M01,97,KRAS,RUNX1,False,False,False,,,False
AACR-H0000147-M01,AACR-H0000537-M01,97,NRAS,SETBP1,True,False,False,True,,False
AACR-H0000142-M01,AACR-H0000573-M01,97,CUX1,KRAS,False,False,False,,,False
AACR-H0000573-M01,AACR-H0000136-M01,97,KRAS,FLT3,False,True,False,,True,False
AACR-H0000630-M01,AACR-H0000636-M01,96,CDH2,CDH2,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000238-M01,96,CSF3R,NPM1,False,False,False,,,False
AACR-H0000250-M01,AACR-H0000339-M01,96,PTEN,JAK3,False,True,False,,True,False
AACR-H0000359-M01,AACR-H0000226-M01,96,IDH2,ZRSR2,True,False,False,True,True,True
AACR-H0000614-M01,AACR-H0000136-M01,96,GATA2,FLT3,True,True,True,True,True,True
AACR-H0000600-M01,AACR-H0000137-M01,96,NPM1,SRSF2,True,True,True,True,True,True
AACR-H0000640-M01,AACR-H0000118-M01,96,WT1,SRSF2,False,True,False,,True,False
AACR-H0000579-M01,AACR-H0000137-M01,96,PDGFRA,SRSF2,False,True,False,,True,False
AACR-H0000600-M01,AACR-H0000142-M01,95,NPM1,CUX1,True,False,False,True,,False
AACR-H0000579-M01,AACR-H0000166-M01,95,PDGFRA,NOTCH1,False,True,False,,True,False
AACR-H0000640-M01,AACR-H0000643-M01,95,WT1,WT1,False,True,False,,True,False
AACR-H0000123-M01,AACR-H0000640-M01,95,SMC3,WT1,True,False,False,True,,False
AACR-H0000145-M01,AACR-H0000579-M01,95,GATA2,PDGFRA,True,False,False,True,,False
AACR-H0000316-M01,AACR-H0000258-M01,95,SF3B1,CUX1,True,True,True,True,True,True
AACR-H0000614-M01,AACR-H0000132-M01,95,GATA2,RUNX1,True,False,False,True,,False
AACR-H0000124-M01,AACR-H0000640-M01,95,CBLB,WT1,False,False,False,,,False
AACR-H0000579-M01,AACR-H0000136-M01,95,PDGFRA,FLT3,False,True,False,,True,False
AACR-H0000158-M01,AACR-H0000537-M01,95,NOTCH1,SETBP1,True,False,False,True,,False
AACR-H0000643-M01,AACR-H0000118-M01,95,WT1,SRSF2,True,True,True,True,True,True
AACR-H0000345-M01,AACR-H0000215-M01,95,PDGFRA,NOTCH1,False,False,False,,True,False
AACR-H0000122-M01,AACR-H0000640-M01,95,PDGFRA,WT1,True,False,False,True,,False
AACR-H0000393-M01,AACR-H0000226-M01,95,JAK2,ZRSR2,False,False,False,,True,False
AACR-H0000145-M01,AACR-H0000537-M01,95,GATA2,SETBP1,True,False,False,True,,False
AACR-H0000316-M01,AACR-H0000238-M01,95,SF3B1,NPM1,True,False,False,True,,False
AACR-H0000316-M01,AACR-H0000251-M01,95,SF3B1,CUX1,True,True,True,True,True,True
AACR-H0000005-M01,AACR-H0000001-M01,95,PIK3CA,KRAS,True,True,True,True,True,True
AACR-H0000579-M01,AACR-H0000168-M01,95,PDGFRA,NOTCH1,False,True,False,,True,False
AACR-H0000586-M01,AACR-H0000142-M01,94,GATA2,CUX1,True,False,False,True,,False
AACR-H0000238-M01,AACR-H0000336-M01,94,NPM1,JAK3,False,True,False,,True,False
AACR-H0000345-M01,AACR-H0000238-M01,94,PDGFRA,NPM1,False,False,False,,,False
AACR-H0000614-M01,AACR-H0000142-M01,94,GATA2,CUX1,True,False,False,True,,False
AACR-H0000128-M01,AACR-H0000640-M01,94,CBLB,WT1,False,False,False,,,False
AACR-H0000614-M01,AACR-H0000145-M01,94,GATA2,GATA2,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000215-M01,94,CSF3R,NOTCH1,False,False,False,,True,False
AACR-H0000124-M01,AACR-H0000643-M01,94,CBLB,WT1,False,True,False,,True,False
AACR-H0000123-M01,AACR-H0000643-M01,94,SMC3,WT1,True,True,True,True,True,True
AACR-H0000579-M01,AACR-H0000142-M01,94,PDGFRA,CUX1,False,False,False,,,False
AACR-H0000122-M01,AACR-H0000643-M01,94,PDGFRA,WT1,True,True,True,True,True,True
AACR-H0000238-M01,AACR-H0000339-M01,93,NPM1,JAK3,False,True,False,,True,False
AACR-H0000128-M01,AACR-H0000643-M01,93,CBLB,WT1,False,True,False,,True,False
AACR-H0000251-M01,AACR-H0000325-M01,93,CUX1,CBL,True,False,False,True,,False
AACR-H0000147-M01,AACR-H0000573-M01,93,NRAS,KRAS,True,False,False,True,,False
AACR-H0000640-M01,AACR-H0000136-M01,93,WT1,FLT3,False,True,False,,True,False
AACR-H0000147-M01,AACR-H0000614-M01,93,NRAS,GATA2,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000640-M01,93,NRAS,WT1,True,False,False,True,,False
AACR-H0000145-M01,AACR-H0000573-M01,93,GATA2,KRAS,True,False,False,True,,False
AACR-H0000238-M01,AACR-H0000325-M01,93,NPM1,CBL,False,False,False,,,False
AACR-H0000166-M01,AACR-H0000537-M01,93,NOTCH1,SETBP1,True,False,False,True,,False
AACR-H0000168-M01,AACR-H0000537-M01,93,NOTCH1,SETBP1,True,False,False,True,,False
AACR-H0000640-M01,AACR-H0000137-M01,93,WT1,SRSF2,False,True,False,,True,False
AACR-H0000579-M01,AACR-H0000158-M01,93,PDGFRA,NOTCH1,False,True,False,,True,False
AACR-H0000393-M01,AACR-H0000215-M01,92,JAK2,NOTCH1,False,False,False,,True,False
AACR-H0000600-M01,AACR-H0000168-M01,92,NPM1,NOTCH1,True,True,True,True,True,True
AACR-H0000172-M01,AACR-H0000579-M01,92,CBLB,PDGFRA,True,False,False,True,,False
AACR-H0000600-M01,AACR-H0000166-M01,92,NPM1,NOTCH1,True,True,True,True,True,True
AACR-H0000368-M01,AACR-H0000250-M01,92,KIT,PTEN,True,False,False,True,,False
AACR-H0000640-M01,AACR-H0000132-M01,92,WT1,RUNX1,False,False,False,,,False
AACR-H0000643-M01,AACR-H0000137-M01,92,WT1,SRSF2,True,True,True,True,True,True
AACR-H0000368-M01,AACR-H0000238-M01,92,KIT,NPM1,True,False,False,True,,False
AACR-H0000147-M01,AACR-H0000643-M01,92,NRAS,WT1,True,True,True,True,True,True
AACR-H0000250-M01,AACR-H0000325-M01,92,PTEN,CBL,False,False,False,,,False
AACR-H0000643-M01,AACR-H0000136-M01,92,WT1,FLT3,True,True,True,True,True,True
AACR-H0000133-M01,AACR-H0000640-M01,92,CUX1,WT1,True,False,False,True,,False
AACR-H0000158-M01,AACR-H0000573-M01,92,NOTCH1,KRAS,True,False,False,True,,False
AACR-H0000258-M01,AACR-H0000325-M01,92,CUX1,CBL,True,False,False,True,,False
AACR-H0000147-M01,AACR-H0000586-M01,92,NRAS,GATA2,True,True,True,True,True,True
AACR-H0000579-M01,AACR-H0000178-M01,91,PDGFRA,NOTCH1,False,False,False,,,False
AACR-H0000643-M01,AACR-H0000132-M01,91,WT1,RUNX1,True,False,False,True,,False
AACR-H0000250-M01,AACR-H0000359-M01,91,PTEN,IDH2,False,True,False,,True,False
AACR-H0000178-M01,AACR-H0000537-M01,91,NOTCH1,SETBP1,False,False,False,,,False
AACR-H0000166-M01,AACR-H0000573-M01,91,NOTCH1,KRAS,True,False,False,True,,False
AACR-H0000586-M01,AACR-H0000158-M01,91,GATA2,NOTCH1,True,True,True,True,True,True
AACR-H0000133-M01,AACR-H0000643-M01,91,CUX1,WT1,True,True,True,True,True,True
AACR-H0000316-M01,AACR-H0000250-M01,91,SF3B1,PTEN,True,False,False,True,,False
AACR-H0000168-M01,AACR-H0000573-M01,91,NOTCH1,KRAS,True,False,False,True,,False
AACR-H0000708-M01,AACR-H0000703-M01,90,EPHA7,EPHA7,True,True,True,True,True,True
AACR-H0000002-M01,AACR-H0000008-M01,90,KRAS,PIK3CA,True,True,True,True,True,True
AACR-H0000251-M01,AACR-H0000359-M01,90,CUX1,IDH2,True,True,True,True,True,True
AACR-H0000579-M01,AACR-H0000180-M01,90,PDGFRA,NOTCH1,False,False,False,,,False
AACR-H0000145-M01,AACR-H0000600-M01,90,GATA2,NPM1,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000600-M01,90,NRAS,NPM1,True,True,True,True,True,True
AACR-H0000180-M01,AACR-H0000537-M01,90,NOTCH1,SETBP1,False,False,False,,,False
AACR-H0000586-M01,AACR-H0000168-M01,89,GATA2,NOTCH1,True,True,True,True,True,True
AACR-H0000614-M01,AACR-H0000158-M01,89,GATA2,NOTCH1,True,True,True,True,True,True
AACR-H0000600-M01,AACR-H0000158-M01,89,NPM1,NOTCH1,True,True,True,True,True,True
AACR-H0000586-M01,AACR-H0000166-M01,89,GATA2,NOTCH1,True,True,True,True,True,True
AACR-H0000172-M01,AACR-H0000537-M01,89,CBLB,SETBP1,True,False,False,True,,False
AACR-H0000251-M01,AACR-H0000339-M01,88,CUX1,JAK3,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000640-M01,88,GATA2,WT1,True,False,False,True,,False
AACR-H0000180-M01,AACR-H0000573-M01,88,NOTCH1,KRAS,False,False,False,,,False
AACR-H0000251-M01,AACR-H0000336-M01,88,CUX1,JAK3,True,True,True,True,True,True
AACR-H0000354-M01,AACR-H0000250-M01,87,RAD21,PTEN,True,False,False,True,,False
AACR-H0000345-M01,AACR-H0000251-M01,87,PDGFRA,CUX1,False,True,False,,True,False
AACR-H0000145-M01,AACR-H0000643-M01,87,GATA2,WT1,True,True,True,True,True,True
AACR-H0000013-M01,AACR-H0000001-M01,87,TP53,KRAS,True,True,True,True,True,True
AACR-H0000172-M01,AACR-H0000586-M01,87,CBLB,GATA2,True,True,True,True,True,True
AACR-H0000249-M01,AACR-H0000664-M01,87,RET,STK11,False,True,False,,True,False
AACR-H0000001-M01,AACR-H0000033-M01,86,KRAS,APC,True,True,True,True,True,True
AACR-H0000325-M01,AACR-H0000273-M01,86,CBL,JAK3,False,False,False,,,False
AACR-H0000238-M01,AACR-H0000359-M01,86,NPM1,IDH2,False,True,False,,True,False
AACR-H0000614-M01,AACR-H0000166-M01,86,GATA2,NOTCH1,True,True,True,True,True,True
AACR-H0000614-M01,AACR-H0000168-M01,86,GATA2,NOTCH1,True,True,True,True,True,True
AACR-H0000586-M01,AACR-H0000180-M01,86,GATA2,NOTCH1,True,False,False,True,,False
AACR-H0000158-M01,AACR-H0000640-M01,86,NOTCH1,WT1,True,False,False,True,,False
AACR-H0000258-M01,AACR-H0000336-M01,86,CUX1,JAK3,True,True,True,True,True,True
AACR-H0000258-M01,AACR-H0000339-M01,86,CUX1,JAK3,True,True,True,True,True,True
AACR-H0000514-M01,AACR-H0000727-M01,86,NOTCH4,NOTCH4,False,True,False,,True,False
AACR-H0000001-M01,AACR-H0000029-M01,86,KRAS,TP53,True,True,True,True,True,True
AACR-H0000761-M01,AACR-H0000725-M01,86,DST,DST,False,False,False,,,False
AACR-H0000142-M01,AACR-H0000640-M01,86,CUX1,WT1,False,False,False,,,False
AACR-H0000345-M01,AACR-H0000258-M01,86,PDGFRA,CUX1,False,True,False,,True,False
AACR-H0000185-M01,AACR-H0000586-M01,86,CSF3R,GATA2,True,True,True,True,True,True
AACR-H0000755-M01,AACR-H0000725-M01,86,DST,DST,False,False,False,,,False
AACR-H0000579-M01,AACR-H0000215-M01,86,PDGFRA,NOTCH1,False,False,False,,True,False
AACR-H0000755-M01,AACR-H0000761-M01,86,DST,DST,False,False,False,,,False
AACR-H0000258-M01,AACR-H0000359-M01,85,CUX1,IDH2,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000537-M01,85,CSF3R,SETBP1,True,False,False,True,,False
AACR-H0000142-M01,AACR-H0000643-M01,85,CUX1,WT1,False,True,False,,True,False
AACR-H0000238-M01,AACR-H0000354-M01,85,NPM1,RAD21,False,True,False,,True,False
AACR-H0000001-M01,AACR-H0000034-M01,85,KRAS,GNAS,True,True,True,True,True,True
AACR-H0000393-M01,AACR-H0000250-M01,85,JAK2,PTEN,False,False,False,,,False
AACR-H0000600-M01,AACR-H0000180-M01,85,NPM1,NOTCH1,True,False,False,True,,False
AACR-H0000342-M01,AACR-H0000251-M01,85,CSF3R,CUX1,False,True,False,,True,False
AACR-H0000158-M01,AACR-H0000643-M01,85,NOTCH1,WT1,True,True,True,True,True,True
AACR-H0000168-M01,AACR-H0000643-M01,84,NOTCH1,WT1,True,True,True,True,True,True
AACR-H0000784-M01,AACR-H0000783-M01,84,ADAMTS20,ADAMTS20,True,True,True,True,True,True
AACR-H0000368-M01,AACR-H0000251-M01,84,KIT,CUX1,True,True,True,True,True,True
AACR-H0000168-M01,AACR-H0000640-M01,84,NOTCH1,WT1,True,False,False,True,,False
AACR-H0000178-M01,AACR-H0000573-M01,84,NOTCH1,KRAS,False,False,False,,,False
AACR-H0000166-M01,AACR-H0000640-M01,84,NOTCH1,WT1,True,False,False,True,,False
AACR-H0000166-M01,AACR-H0000643-M01,84,NOTCH1,WT1,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000614-M01,84,CSF3R,GATA2,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000579-M01,84,CSF3R,PDGFRA,True,False,False,True,,False
AACR-H0000586-M01,AACR-H0000178-M01,83,GATA2,NOTCH1,True,False,False,True,,False
AACR-H0000617-M01,AACR-H0000655-M01,83,NTRK2,NTRK2,True,True,True,True,True,True
AACR-H0000786-M01,AACR-H0000783-M01,83,ADAMTS20,ADAMTS20,True,True,True,True,True,True
AACR-H0000786-M01,AACR-H0000784-M01,83,ADAMTS20,ADAMTS20,True,True,True,True,True,True
AACR-H0000807-M01,AACR-H0000779-M01,83,SYNE1,SYNE1,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000258-M01,83,CSF3R,CUX1,False,True,False,,True,False
AACR-H0000368-M01,AACR-H0000273-M01,83,KIT,JAK3,True,False,False,True,,False
AACR-H0000579-M01,AACR-H0000198-M01,83,PDGFRA,RUNX1,False,False,False,,,False
AACR-H0000342-M01,AACR-H0000273-M01,83,CSF3R,JAK3,False,False,False,,,False
AACR-H0000782-M01,AACR-H0000653-M01,83,KLHL6,KLHL6,False,True,False,,True,False
AACR-H0000172-M01,AACR-H0000614-M01,83,CBLB,GATA2,True,True,True,True,True,True
AACR-H0000600-M01,AACR-H0000178-M01,83,NPM1,NOTCH1,True,False,False,True,,False
AACR-H0000359-M01,AACR-H0000273-M01,82,IDH2,JAK3,True,False,False,True,,False
AACR-H0000172-M01,AACR-H0000573-M01,82,CBLB,KRAS,True,False,False,True,,False
AACR-H0000251-M01,AACR-H0000393-M01,82,CUX1,JAK2,True,False,False,True,,False
AACR-H0000251-M01,AACR-H0000354-M01,82,CUX1,RAD21,True,True,True,True,True,True
AACR-H0000258-M01,AACR-H0000354-M01,82,CUX1,RAD21,True,True,True,True,True,True
AACR-H0000203-M01,AACR-H0000537-M01,82,SETBP1,SETBP1,False,False,False,,,False
AACR-H0000614-M01,AACR-H0000178-M01,82,GATA2,NOTCH1,True,False,False,True,,False
AACR-H0000614-M01,AACR-H0000180-M01,82,GATA2,NOTCH1,True,False,False,True,,False
AACR-H0000342-M01,AACR-H0000345-M01,82,CSF3R,PDGFRA,False,False,False,,,False
AACR-H0000822-M01,AACR-H0000797-M01,82,NUMA1,NUMA1,True,True,True,True,True,True
AACR-H0000180-M01,AACR-H0000640-M01,82,NOTCH1,WT1,False,False,False,,,False
AACR-H0000345-M01,AACR-H0000250-M01,82,PDGFRA,PTEN,False,False,False,,,False
AACR-H0000172-M01,AACR-H0000600-M01,82,CBLB,NPM1,True,True,True,True,True,True
AACR-H0000345-M01,AACR-H0000273-M01,82,PDGFRA,JAK3,False,False,False,,,False
AACR-H0000786-M01,AACR-H0000834-M01,82,ADAMTS20,ADAMTS20,True,True,True,True,True,True
AACR-H0000249-M01,AACR-H0000714-M01,82,RET,RET,False,True,False,,True,False
AACR-H0000586-M01,AACR-H0000198-M01,82,GATA2,RUNX1,True,False,False,True,,False
AACR-H0000316-M01,AACR-H0000345-M01,81,SF3B1,PDGFRA,True,False,False,True,,False
AACR-H0000238-M01,AACR-H0000393-M01,81,NPM1,JAK2,False,False,False,,,False
AACR-H0000185-M01,AACR-H0000600-M01,81,CSF3R,NPM1,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000250-M01,81,CSF3R,PTEN,False,False,False,,,False
